sentence_id,sentence_text,tokens,ner_tags,人名,地名,机构名
10000047_1,以范瑞娟、傅全香、陆锦花、吴小楼为主要演员的上海越剧院一团，调赴北京。,"['以', '范瑞娟', '、', '傅全香', '、', '陆锦花', '、', '吴小楼', '为', '主要', '演员', '的', '上海', '越剧院', '一', '团', '，', '调', '赴', '北京', '。']","['O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Ns', 'O']","['范瑞娟', '傅全香', '吴小楼']","['上海', '北京']",[]
10000048_1,[208年]曹操南征荆州，刘表之子刘琮投降，刘备领军民十余万避难，于当阳遭遇曹军追兵，惨败。,"['[', '208年', ']', '曹操', '南征', '荆州', '，', '刘表', '之', '子', '刘琮', '投降', '，', '刘备领', '军民', '十', '余', '万', '避难', '，', '于', '当阳', '遭遇', '曹', '军', '追兵', '，', '惨败', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Ns', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O']","['曹操', '刘琮', '刘备领', '曹']","['荆州', '当阳']",[]
10000049_1,，白灵与刘索拉相恋是否导致了瞿小松与瞿小松的离婚，目前尚不得而知。,"['，', '白灵', '与', '刘索拉', '相恋', '是否', '导致', '了', '瞿小松', '与', '瞿小松', '的', '离婚', '，', '目前', '尚', '不得而知', '。']","['O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['白灵', '刘索拉', '瞿小松']",[],[]
10000050_1,两位弟弟：霍震霆与朱玲玲育有三子，大公子霍启刚、二公子霍启山、三公子霍启仁。,"['两', '位', '弟弟', '：', '霍震霆', '与', '朱玲玲', '育', '有', '三子', '，', '大', '公子', '霍', '启刚', '、', '二', '公子', '霍启山', '、', '三', '公子', '霍', '启仁', '。']","['O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'O']","['霍震霆', '朱玲玲']",['霍启山'],[]
10000051_1,茹元俊弟茹富蕙，工丑，子茹富兰，亦工武生。,"['茹元', '俊弟茹', '富蕙', '，', '工丑', '，', '子茹富兰', '，', '亦', '工', '武生', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O']",['子茹富兰'],[],[]
10000052_1,[208年]曹操南征荆州，刘表之子刘琮投降，刘备领军民十余万避难，于当阳遭遇曹军追兵，惨败。,"['[', '208年', ']', '曹操', '南征', '荆州', '，', '刘表', '之', '子', '刘琮', '投降', '，', '刘备领', '军民', '十', '余', '万', '避难', '，', '于', '当阳', '遭遇', '曹', '军', '追兵', '，', '惨败', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Ns', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O']","['曹操', '刘琮', '刘备领', '曹']","['荆州', '当阳']",[]
10000053_1,裘丽琳是周信芳一生的至爱，同时也是他的知己、经纪人以及全方位的助手。,"['裘丽琳', '是', '周信芳', '一生', '的', '至', '爱', '，', '同时', '也', '是', '他', '的', '知己', '、', '经纪人', '以及', '全方位', '的', '助手', '。']","['S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['裘丽琳', '周信芳']",[],[]
10000054_1,在《大名府·一箭仇》一剧中，周信芳饰卢俊义，盖叫天饰史文恭，张翼鹏饰重要角色武松。,"['在', '《', '大名府·一箭仇', '》', '一', '剧', '中', '，', '周信芳', '饰', '卢俊义', '，', '盖', '叫', '天饰史', '文恭', '，', '张翼鹏', '饰', '重要', '角色', '武松', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O']","['周信芳', '卢俊义', '张翼鹏', '武松']",[],[]
10000055_1,10月3日在梁启超的证婚下，徐志摩与陆小曼在北京北海公园举行了婚礼。,"['10月', '3日', '在', '梁启超', '的', '证婚', '下', '，', '徐志摩', '与', '陆小曼', '在', '北京', '北海', '公园', '举行', '了', '婚礼', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'B-Ns', 'I-Ns', 'E-Ns', 'O', 'O', 'O', 'O']","['梁启超', '徐志摩', '陆小曼']",['北京北海公园'],[]
10000056_1,-父母意见张慕童、袁咏仪的儿子张智霖也是媒体关注焦点。,"['-', '父母', '意见', '张慕童', '、', '袁咏仪', '的', '儿子', '张智霖', '也', '是', '媒体', '关注', '焦点', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O']","['张慕童', '袁咏仪', '张智霖']",[],[]
10000057_1,有关领导找段义和谈了一次话，让段处理好与柳海平的关系，不要影响工作和家庭。,"['有关', '领导', '找', '段义', '和谈', '了', '一', '次', '话', '，', '让', '段', '处理', '好', '与', '柳海平', '的', '关系', '，', '不要', '影响', '工作', '和', '家庭', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['柳海平'],[],[]
10000058_1,当日的演出邀请桑派传人苗文华、赵贞玉、刘伯玲、郭英丽、常俊丽等名家演唱桑振君先生的经典曲目。,"['当日', '的', '演出', '邀请', '桑派', '传人', '苗文华', '、', '赵贞玉', '、', '刘伯玲', '、', '郭英丽', '、', '常俊丽', '等', '名家', '演唱', '桑振君', '先生', '的', '经典', '曲目', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O']","['苗文华', '赵贞玉', '刘伯玲', '郭英丽', '常俊丽', '桑振君']",[],[]
10000059_1,诉讼策略一览无遗，由体弱多病的吴淑珍扛下所有责任，第一是力保陈致中免于被关，其次才是陈水扁的自由身。,"['诉讼', '策略', '一览无遗', '，', '由', '体弱多病', '的', '吴淑珍', '扛', '下', '所有', '责任', '，', '第一', '是', '力保', '陈致', '中', '免', '于', '被', '关', '，', '其次', '才', '是', '陈水扁', '的', '自由身', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O']","['吴淑珍', '陈水扁']",[],[]
10000060_1,妲己为了博得纣王一笑，滥用重刑。,"['妲己', '为了', '博得', '纣王', '一', '笑', '，', '滥用', '重', '刑', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[],[],[]
10000061_1,的爱情结晶——英如镝英达和梁欢是属于男主外，女主内的传统式家庭。,"['的', '爱情', '结晶', '——', '英', '如', '镝英达', '和', '梁欢', '是', '属于', '男主', '外', '，', '女主', '内', '的', '传统式', '家庭', '。']","['O', 'O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['梁欢'],['英'],[]
10000062_1,冯云山获释，洪秀全返回广西，拜上帝会形成了以洪秀全、冯云山、杨秀清、萧朝贵、韦昌辉、石达开等6人组成的领导核心。,"['冯云山', '获释', '，', '洪秀全', '返回', '广西', '，', '拜', '上帝', '会', '形成', '了', '以', '洪秀全', '、', '冯云山', '、', '杨秀清', '、', '萧朝贵', '、', '韦昌辉', '、', '石达开', '等', '6', '人', '组成', '的', '领导', '核心', '。']","['S-Nh', 'O', 'O', 'S-Nh', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['冯云山', '洪秀全', '洪秀全', '冯云山', '杨秀清', '萧朝贵', '韦昌辉', '石达开']",['广西'],[]
10000063_1,以政坛佚事话说蒋家人物，80年来多皆集于蒋介石、宋美龄与蒋经国，而相比之下对蒋纬国却报道甚少。,"['以', '政坛', '佚事', '话', '说', '蒋家', '人物', '，', '80', '年', '来', '多', '皆', '集', '于', '蒋介石', '、', '宋美龄', '与', '蒋', '经国', '，', '而', '相比之下', '对', '蒋纬国', '却', '报道', '甚', '少', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O']","['蒋介石', '宋美龄', '蒋纬国']",[],[]
10000064_1,方美芳向齐秦提出分手。,"['方美芳', '向', '齐秦', '提出', '分手', '。']","['S-Nh', 'O', 'S-Nh', 'O', 'O', 'O']","['方美芳', '齐秦']",[],[]
10000065_1,-基本简介侯宝林，德云社相声演员，相声大师侯震之孙，拜师石富宽。,"['-', '基本', '简介', '侯宝林', '，', '德云社', '相声', '演员', '，', '相声', '大师', '侯震', '之', '孙', '，', '拜师', '石', '富', '宽', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['侯宝林', '侯震']",[],[]
10000066_1,，中国古典小说《红楼梦》中的人物，即贾妃，贾政与王夫人所出，元春的姐姐，因生于正月初一所以名贾宝玉，后应选入宫，又加封贤德妃，大观园即为其省亲所造。,"['，', '中国', '古典', '小说', '《', '红楼梦', '》', '中', '的', '人物', '，', '即', '贾妃', '，', '贾政', '与', '王', '夫人', '所', '出', '，', '元', '春', '的', '姐姐', '，', '因', '生于', '正月初一', '所', '以', '名贾', '宝玉', '，', '后', '应', '选', '入宫', '，', '又', '加', '封贤', '德妃', '，', '大观园', '即', '为', '其', '省亲', '所', '造', '。']","['O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['贾妃', '贾政', '王', '宝玉']","['中国', '大观园']",[]
10000067_1,赵云遣刘备为田楷拒袁绍，公孙瓒随之前往，为刘备主骑兵。,"['赵云遣', '刘备', '为', '田楷拒', '袁绍', '，', '公孙瓒', '随之', '前往', '，', '为', '刘备主', '骑兵', '。']","['B-Nh', 'E-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O']","['赵云遣刘备', '刘备主']",[],[]
10000068_1,自雅典奥运会上李隼一人独得2块金牌之后，张怡宁和张怡宁又开始进入了紧张的备战北京奥运会的工作之中。,"['自', '雅典', '奥运会', '上', '李隼', '一', '人', '独', '得', '2', '块', '金牌', '之后', '，', '张怡宁', '和', '张怡宁', '又', '开始', '进入', '了', '紧张', '的', '备战', '北京', '奥运会', '的', '工作', '之中', '。']","['O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O']","['李隼', '张怡宁', '张怡宁']",['北京'],[]
10000069_1,劳动剧场举行艺术交流演出，剧目有《龙凤呈祥》、《春秋配》等，李蔷华、童芷苓、言少朋、俞振飞、张文涓、张学津、王正屏、李松年等参加演出。,"['劳动', '剧场', '举行', '艺术', '交流', '演出', '，', '剧目', '有', '《', '龙凤呈祥', '》', '、', '《', '春秋', '配', '》', '等', '，', '李蔷华', '、', '童芷苓', '、', '言少朋', '、', '俞振飞', '、', '张文涓', '、', '张学津', '、', '王正屏', '、', '李松年', '等', '参加', '演出', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O']","['李蔷华', '俞振飞', '张文涓', '张学津', '王正屏', '李松年']",[],[]
10000070_1,相夫教子的贤妻1980年，山口百惠与三浦友和结束4年浪漫的恋爱路程走进了婚礼教堂。,"['相', '夫', '教', '子', '的', '贤妻', '1980年', '，', '山口', '百惠', '与', '三浦友', '和', '结束', '4', '年', '浪漫', '的', '恋爱', '路程', '走', '进', '了', '婚礼', '教堂', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[],[],[]
10000071_1,和最佳拍档韦家辉1996年，杜琪峰和韦家辉、游乃海等人合组了银河映像电影公司。,"['和', '最佳', '拍档', '韦家辉', '1996年', '，', '杜琪峰', '和', '韦家辉', '、', '游乃海', '等', '人', '合组', '了', '银河映', '像', '电影', '公司', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O']","['韦家辉', '杜琪峰', '韦家辉', '银河映']",[],[]
10000072_1,”郭睿玥先后师从舒昌玉、许美玲、李丽芳、张正芳、沈小梅、刘秀荣、马小曼、张洵澎。,"['”', '郭睿玥', '先后', '师从', '舒昌玉', '、', '许美玲', '、', '李丽芳', '、', '张正芳', '、', '沈小梅', '、', '刘秀荣', '、', '马小曼', '、', '张洵澎', '。']","['O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O']","['郭睿玥', '舒昌玉', '许美玲', '李丽芳', '张正芳', '沈小梅', '刘秀荣', '马小曼', '张洵澎']",[],[]
10000073_1,1922年，林育南经林育英、恽代英介绍，加入了中国共产党，参加了香港海员大罢工。,"['1922年', '，', '林育', '南经林', '育英', '、', '恽代英', '介绍', '，', '加入', '了', '中国', '共产党', '，', '参加', '了', '香港', '海员', '大', '罢工', '。']","['O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Ni', 'E-Ni', 'O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'O']",[],"['南经林', '香港']",['中国共产党']
10000074_1,2007年开始拍拖，许志安比余德琳年长14岁，二人虽然与虽然拍拖年多，却甚少一起公开露面。,"['2007年', '开始', '拍拖', '，', '许志安', '比', '余德琳', '年长', '14', '岁', '，', '二', '人', '虽然', '与', '虽然', '拍', '拖', '年', '多', '，', '却', '甚', '少', '一', '起', '公开', '露面', '。']","['O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['许志安', '余德琳']",[],[]
10000075_1,-简介刘芸与郑钧刘芸，1982年出生于湖南。,"['-', '简介', '刘芸', '与', '郑钧', '刘芸', '，', '1982年', '出生', '于', '湖南', '。']","['O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Ns', 'O']",['刘芸'],['湖南'],[]
10000076_1,王佩英1934年王佩英与张以成结婚。,"['王佩英', '1934年', '王佩英', '与', '张以成', '结婚', '。']","['S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O']","['王佩英', '王佩英', '张以成']",[],[]
10000077_1,1952年48岁，林徽因、刘开渠主持设计人民英雄纪念碑，梁思成被任命为人民英雄纪念碑建筑委员会委员，抱病参加设计工作。,"['1952年', '48', '岁', '，', '林徽因', '、', '刘开渠', '主持', '设计', '人民', '英雄', '纪念碑', '，', '梁', '思成', '被', '任命', '为', '人民', '英雄', '纪念碑', '建筑', '委员会', '委员', '，', '抱病', '参加', '设计', '工作', '。']","['O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'B-Ni', 'I-Ni', 'I-Ni', 'I-Ni', 'E-Ni', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['林徽因', '刘开渠', '梁']",[],['人民英雄纪念碑建筑委员会']
10000078_1,唐太宗-经历李治与唐高宗嫡长子太子李承乾、嫡次子魏王李泰为长孙皇后所生同母兄弟。,"['唐太宗', '-', '经历', '李治', '与', '唐高宗', '嫡', '长子', '太子', '李承乾', '、', '嫡次子', '魏王', '李泰', '为', '长孙', '皇后', '所', '生', '同', '母', '兄弟', '。']","['S-Nh', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'B-Nh', 'E-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['唐太宗', '李治', '唐高宗', '李承乾', '魏王李泰', '长孙']",[],[]
10000079_1,”鲁国人孔融向来有高才而性格倨傲，他的年纪约在陈群、陈纪两父子之间，因此先与陈纪为友，后又与陈群结交，陈群由是显名。,"['”', '鲁', '国人', '孔融', '向来', '有', '高', '才', '而', '性格', '倨傲', '，', '他', '的', '年纪', '约', '在', '陈群', '、', '陈纪', '两', '父子', '之间', '，', '因此', '先', '与', '陈纪', '为', '友', '，', '后', '又', '与', '陈群', '结交', '，', '陈群', '由', '是', '显名', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O']","['孔融', '陈群', '陈纪', '陈纪', '陈群', '陈群']",[],[]
10000080_1,为师韩冬柏在上海拜梅葆玖为师。,"['为', '师', '韩冬柏', '在', '上海', '拜梅', '葆', '玖', '为', '师', '。']","['O', 'O', 'S-Nh', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'O']",['韩冬柏'],['上海'],[]
10000081_1,6，刘嘉玲刘嘉玲真是富豪的最爱啊，从许晋亨、罗兆辉、郭台铭、到刘銮雄，他们身边总会冒出刘嘉玲灿烂的笑容。,"['6', '，', '刘嘉玲', '刘嘉玲', '真是', '富豪', '的', '最', '爱', '啊', '，', '从', '许晋亨', '、', '罗兆辉', '、', '郭台铭', '、', '到', '刘銮雄', '，', '他们', '身边', '总', '会', '冒', '出', '刘嘉玲', '灿烂', '的', '笑容', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O']","['许晋亨', '罗兆辉', '郭台铭', '刘銮雄', '刘嘉玲']",[],[]
10000082_1,而戴笠为了霸占胡蝶，特地送给潘有声一张特别通行证，让他在滇缅公路上运输货物，通行无阻。,"['而', '戴笠', '为了', '霸占', '胡蝶', '，', '特地', '送给', '潘有声', '一', '张', '特别', '通行证', '，', '让', '他', '在', '滇', '缅', '公路', '上', '运输', '货物', '，', '通行无阻', '。']","['O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['戴笠', '潘有声']",[],[]
10000083_1,和章含之1957年，洪君彦与毛泽东的英文教师章含之结婚，并育有女儿一名，名叫洪晃。,"['和', '章含', '之', '1957年', '，', '洪君彦', '与', '毛泽东', '的', '英文', '教师', '章含', '之', '结婚', '，', '并', '育', '有', '女儿', '一', '名', '，', '名叫', '洪晃', '。']","['O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O']","['章含', '洪君彦', '毛泽东', '洪晃']",[],[]
10000084_1,之后这个男孩就总去找她，这一次，张允和的浪头冲破了周有光的石堤。,"['之后', '这个', '男孩', '就', '总', '去', '找', '她', '，', '这', '一', '次', '，', '张允和', '的', '浪头', '冲破', '了', '周有光', '的', '石堤', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O']","['张允和', '周有光']",[],[]
10000085_1,余彩琴、张桂莲、陆锦花、徐天红、戚雅仙、吴小楼的《明末遗恨》。,"['余彩琴', '、', '张桂莲', '、', '陆锦花', '、', '徐天红', '、', '戚雅仙', '、', '吴小楼', '的', '《', '明末', '遗恨', '》', '。']","['S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O']","['余彩琴', '张桂莲', '徐天红', '戚雅仙', '吴小楼']",[],[]
10000086_1,-简介霍震寰，霍启文长子，霍英东的孙子。,"['-', '简介', '霍震寰', '，', '霍', '启文', '长子', '，', '霍英东', '的', '孙子', '。']","['O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O']","['霍震寰', '霍', '霍英东']",[],[]
10000087_1,郭彦均在演艺圈有多位干子女，像是蓝心湄、郭彦甫、gigi、黄小柔、阿Ben、张本渝。,"['郭彦', '均', '在', '演艺圈', '有', '多', '位', '干', '子女', '，', '像', '是', '蓝心湄', '、', '郭彦甫', '、', 'gigi', '、', '黄小柔', '、', '阿', 'Ben', '、', '张本渝', '。']","['S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'B-Nh', 'E-Nh', 'O', 'S-Nh', 'O']","['郭彦', '郭彦甫', '黄小柔', '阿Ben', '张本渝']",[],[]
10000088_1,虽然很少露面，名气不及华少，但对华少来说，老婆秦利鸽是他的支柱，是华少坚强的后盾。,"['虽然', '很', '少', '露面', '，', '名气', '不及华', '少', '，', '但', '对', '华', '少', '来说', '，', '老婆', '秦利鸽', '是', '他', '的', '支柱', '，', '是', '华少', '坚强', '的', '后盾', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['秦利鸽'],[],[]
10000089_1,话说回来，武修文、武敦儒虽然不是什么大英雄，但无愧于对国家对人民有用之材的称号。,"['话说', '回来', '，', '武修文', '、', '武敦儒', '虽然', '不', '是', '什么', '大', '英雄', '，', '但', '无愧于', '对', '国家', '对', '人民', '有用', '之', '材', '的', '称号', '。']","['O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['武修文'],[],[]
10000090_1,南王冯云山和西王萧朝贵牺牲后，石达开与韦昌辉成为洪秀全、杨秀清的主要助手。,"['南王', '冯云山', '和', '西王', '萧朝', '贵', '牺牲', '后', '，', '石达开', '与', '韦昌辉', '成为', '洪秀全', '、', '杨秀清', '的', '主要', '助手', '。']","['B-Ns', 'E-Ns', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O']","['萧朝', '石达开', '韦昌辉', '洪秀全', '杨秀清']",['南王冯云山'],[]
10000091_1,常宝霆-生平常宝堃和常宝堃常宝堃4岁开始随父“撂地”卖艺，表演戏法的“说口”。,"['常', '宝霆', '-', '生平', '常', '宝堃', '和', '常宝', '堃常', '宝堃', '4', '岁', '开始', '随', '父', '“', '撂地', '”', '卖艺', '，', '表演', '戏法', '的', '“', '说口', '”', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['常宝'],[],[]
10000092_1,黄旭-品行黄旭女友范雯善良孝子“黄旭小时候很善良，很有爱心。,"['黄旭', '-', '品行', '黄旭', '女友', '范雯', '善良', '孝子', '“', '黄旭', '小时候', '很', '善良', '，', '很', '有', '爱心', '。']","['S-Nh', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['黄旭', '黄旭', '范雯', '黄旭']",[],[]
10000093_1,1984年，在拍摄《青梅竹马》时蔡琴结识了民歌歌手杨德昌，当时影片的男主角是侯孝贤，而女主角正是蔡琴。,"['1984年', '，', '在', '拍摄', '《', '青梅竹马', '》', '时', '蔡琴', '结识', '了', '民歌', '歌手', '杨德昌', '，', '当时', '影片', '的', '男', '主角', '是', '侯孝贤', '，', '而', '女', '主角', '正是', '蔡琴', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O']","['蔡琴', '杨德昌', '侯孝贤', '蔡琴']",[],[]
10000094_1,[2]美国著名媒体《人物》杂志全球票选评为亚洲四小天王（，吴尊，赵晨浩，郑允浩，韩庚）之一。,"['[', '2', ']', '美国', '著名', '媒体', '《', '人物', '》', '杂志', '全球', '票选', '评为', '亚洲', '四', '小', '天王', '（', '，', '吴尊', '，', '赵晨浩', '，', '郑允浩', '，', '韩', '庚', '）', '之一', '。']","['O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-Ns', 'O', 'O', 'O', 'O', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'S-Nh', 'O', 'O', 'O', 'O']","['吴尊', '赵晨浩', '郑允浩', '韩']","['美国', '亚洲']",[]
